position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,observed_values,sentinel_codes,min,max
34,HM23_12,Gender: 12th household member,float64,2,1998,1,"{""1"": ""Male"", ""2"": ""Female""}",,,1.0,1.0
35,HM23_13,Gender: 13th household member,float64,1,1999,1,"{""1"": ""Male"", ""2"": ""Female""}",,,2.0,2.0
36,HM23_14,Gender: 14th household member,float64,0,2000,0,"{""1"": ""Male"", ""2"": ""Female""}",,,,
37,HM24_1,Year of birth:  respondent,float64,2000,0,15,,,,1986.0,2000.0
38,HM24_2,Year of birth: 2nd household member,float64,1938,62,77,,,,1919.0,2015.0
39,HM24_3,Year of birth: 3rd household member,float64,1820,180,80,,,,1919.0,2015.0
40,HM24_4,Year of birth: 4th household member,float64,1470,530,59,,,,1920.0,2015.0
41,HM24_5,Year of birth: 5th household member,float64,954,1046,58,,,,1924.0,2015.0
42,HM24_6,Year of birth: 6th household member,float64,444,1556,54,,,,1912.0,2015.0
43,HM24_7,Year of birth: 7th household member,float64,172,1828,39,,,,1935.0,2015.0
44,HM24_8,Year of birth: 8th household member,float64,70,1930,32,,,,1924.0,2015.0
45,HM24_9,Year of birth: 9th household member,float64,32,1968,19,,,,1925.0,2015.0
46,HM24_10,Year of birth: 10th household member,float64,14,1986,13,,,,1920.0,2015.0
47,HM24_11,Year of birth: 11th household member,float64,6,1994,6,,,,1979.0,2013.0
48,HM24_12,Year of birth: 12th household member,float64,2,1998,2,,,,1994.0,2015.0
49,HM24_13,Year of birth: 13th household member,float64,1,1999,1,,,,1983.0,1983.0
50,HM24_14,Year of birth: 14th household member,float64,0,2000,0,,,,,
51,HM25_1,Education level: respondent,float64,1999,1,6,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
52,HM25_2,Education level: 2nd household member,float64,1790,210,5,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
53,HM25_3,Education level: 3rd household member,float64,1615,385,5,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
54,HM25_4,Education level: 4th household member,float64,1101,899,5,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
55,HM25_5,Education level: 5th household member,float64,779,1221,5,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
56,HM25_6,Education level: 6th household member,float64,357,1643,5,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
57,HM25_7,Education level: 7th household member,float64,145,1855,5,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
58,HM25_8,Education level: 8th household member,float64,50,1950,4,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
59,HM25_9,Education level: 9th household member,float64,25,1975,5,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
60,HM25_10,Education level: 10th household member,float64,12,1988,3,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,6.0
61,HM25_11,Education level: 11th household member,float64,5,1995,4,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,1.0,5.0
62,HM25_12,Education level: 12th household member,float64,1,1999,1,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,6.0,6.0
63,HM25_13,Education level: 13th household member,float64,0,2000,0,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,,
64,HM25_14,Education level: 14th household member,float64,0,2000,0,"{""1"": ""No education"", ""2"": ""Pre-school"", ""3"": ""Primary"", ""4"": ""Middle"", ""5"": ""Secondary"", ""6"": ""Higher""}",,,,
65,HM26_1,Martial status: respondent,float64,2000,0,4,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,4.0
66,HM26_2,Martial status: 2nd household member,float64,1980,20,4,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,4.0
67,HM26_3,Martial status: 3rd household member,float64,1681,319,4,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,4.0
68,HM26_4,Martial status: 4th household member,float64,1147,853,4,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,4.0
69,HM26_5,Martial status: 5th household member,float64,587,1413,4,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,4.0
70,HM26_6,Martial status: 6th household member,float64,241,1759,4,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,4.0
71,HM26_7,Martial status: 7th household member,float64,94,1906,3,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,4.0
72,HM26_8,Martial status: 8th household member,float64,41,1959,4,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,4.0
73,HM26_9,Martial status: 9th household member,float64,21,1979,2,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,2.0
74,HM26_10,Martial status: 10th household member,float64,11,1989,2,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,2.0
75,HM26_11,Martial status: 11th household member,float64,4,1996,1,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,1.0
76,HM26_12,Martial status: 12th household member,float64,1,1999,1,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,1.0,1.0
77,HM26_13,Martial status: 13th household member,float64,1,1999,1,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,2.0,2.0
78,HM26_14,Martial status: 14th household member,float64,0,2000,0,"{""1"": ""Single"", ""2"": ""Married"", ""3"": ""Divorced/ separated"", ""4"": ""Widow(er)""}",,,,
79,HM27_1,Employment status: respondent,float64,2000,0,5,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,1.0,6.0
80,HM27_2,Employment status: 2nd household member,float64,383,1617,4,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,6.0
81,HM27_3,Employment status: 3rd household member,float64,1356,644,4,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,6.0
82,HM27_4,Employment status: 4th household member,float64,757,1243,4,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,6.0
83,HM27_5,Employment status: 5th household member,float64,436,1564,4,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,6.0
84,HM27_6,Employment status: 6th household member,float64,181,1819,4,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,6.0
85,HM27_7,Employment status: 7th household member,float64,78,1922,4,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,6.0
86,HM27_8,Employment status: 8th household member,float64,33,1967,4,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,6.0
87,HM27_9,Employment status: 9th household member,float64,19,1981,3,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,6.0
88,HM27_10,Employment status: 10th household member,float64,8,1992,3,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,5.0
89,HM27_11,Employment status: 11th household member,float64,3,1997,1,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,2.0,2.0
90,HM27_12,Employment status: 12th household member,float64,0,2000,0,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,,
91,HM27_13,Employment status: 13th household member,float64,0,2000,0,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,,
92,HM27_14,Employment status: 14th household member,float64,0,2000,0,"{""1"": ""Employed (including military service)"", ""2"": ""Unemployed"", ""3"": ""Student/ schoolchild"", ""4"": ""Retired/ pensioner"", ""5"": ""Housewife"", ""6"": ""Other inactive""}",,,,
93,HH11,Household:  type,float64,2000,0,4,"{""1"": ""Apartment building"", ""2"": ""Detached house/ villa"", ""3"": ""Traditional house"", ""4"": ""Gourbi/ bidonville"", ""5"": ""Other""}",,,1.0,4.0
94,HH11b,Household: Other type of household,float64,0,2000,0,"{""1"": ""foyer"", ""2"": ""garage""}",,,,
95,HH12,Household: occupancy status,float64,2000,0,5,"{""1"": ""Owner/ co-owner"", ""2"": ""Public tenancy (Marketing and Real Estate Office)"", ""3"": ""Private sector tenant"", ""4"": ""Free housing"", ""5"": ""Other""}",,,1.0,5.0
96,HH12b,Household: Other occupancy status household,float64,4,1996,1,"{""1"": ""Waqf rental""}",,,1.0,1.0
97,HH13,Household: Number of rooms,float64,1995,5,11,,,,1.0,11.0
98,HH14A,Household:  kitchen,float64,2000,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
99,HH14B,Household:  bathroom,float64,2000,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
100,HH14C,Household:  toilet,float64,2000,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
101,HH15,Household:  water source,float64,2000,0,4,"{""1"": ""Public water supply"", ""2"": ""Wells"", ""3"": ""Public fountain"", ""4"": ""Tank"", ""5"": ""Other""}",,,1.0,4.0
102,HH16,Household:  light source,float64,2000,0,5,"{""1"": ""Electric grid"", ""2"": ""Generator"", ""3"": ""Gas"", ""4"": ""Solar panels/ Windmill"", ""5"": ""Other""}",,,1.0,5.0
103,HH16b,Household: Other light source,float64,2,1998,1,"{""1"": ""il n'y pas""}",,,1.0,1.0
104,HH17,Household:  fuel source,float64,2000,0,3,"{""1"": ""Town gas"", ""2"": ""Bottled gas"", ""3"": ""Other fuel""}",,,1.0,3.0
105,HH18,Household: Sanitation source,float64,2000,0,4,"{""1"": ""Sewerage system"", ""2"": ""Septic tank"", ""3"": ""Open air"", ""4"": ""Other""}",,,1.0,4.0
106,HH18b,Household: Other sanitation source,float64,1,1999,1,"{""1"": ""trou""}",,,1.0,1.0
107,HH19,Household: Waste disposal,float64,2000,0,3,"{""1"": ""Collection (waste disposal service)"", ""2"": ""Unauthorised landfill"", ""3"": ""Other (specify)""}",,,1.0,3.0
108,HH19b,Household: Other waste disposal,float64,24,1976,4,"{""1"": ""bruler"", ""2"": ""Dans la vall???e"", ""3"": ""dans un trou"", ""4"": ""oued""}",,,1.0,4.0
109,HH110,Household: : TV,float64,2000,0,7,,,,0.0,9.0
110,HH111,Household: : Refrigerator,float64,2000,0,5,,,,0.0,4.0
111,HH112,Household: : Oven,float64,2000,0,4,,,,0.0,3.0
112,HH113,Household:  Heating,float64,2000,0,6,,,,0.0,7.0
113,HH114,Household:  Water heater/ boiler,float64,2000,0,5,,,,0.0,6.0
114,HH115,Household:  Satellite dish,float64,2000,0,6,,,,0.0,6.0
115,HH116,Household:  Air conditioning,float64,2000,0,9,,,,0.0,9.0
116,HH117,Household:  Washing machine,float64,2000,0,6,,,,0.0,6.0
117,HH118,Household:  Vacuum cleaner,float64,2000,0,3,,,,0.0,2.0
118,HH119,Household:  Passenger vehicle,float64,2000,0,5,,,,0.0,5.0
119,HH120,Household:  Motorcycle,float64,2000,0,5,,,,0.0,4.0
120,HH121,"Household:  Truck, Bus",float64,2000,0,5,,,,0.0,5.0
121,HH122,Household:  Land for construction,float64,2000,0,6,,,,0.0,5.0
122,HH123,Household:  Computer,float64,2000,0,6,,,,0.0,5.0
123,HH124,Household:  Mobile telephone,float64,1999,1,10,,,,0.0,9.0
124,HH125,Household:  Smartphone,float64,2000,0,10,,,,0.0,9.0
125,HH126,Household:  telephone line,float64,2000,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
126,HH127,Household:  internet connection,float64,2000,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
127,HH128,Household: Number of people,float64,2000,0,13,,,,1.0,13.0
128,HH129,Household: Number of eligible people,float64,2000,0,8,,,,1.0,8.0
129,INF12,Living with parents,float64,2000,0,3,"{""1"": ""I live with both my parents"", ""2"": ""I live with one of my parents"", ""3"": ""No, I don`t live with my parents""}",,,1.0,3.0
130,INF13,Reason for living with one parent,float64,206,1794,3,"{""1"": ""Father/mother deceased"", ""2"": ""My parents are divorced/separated"", ""3"": ""Other""}",,,1.0,3.0
131,INF13b,Other reason for living with one parent,float64,19,1981,4,"{""1"": ""mon p???re est ??? l'???tranger"", ""2"": ""mon p???re travaille dans u"", ""3"": ""Pour mes ???tudes"", ""4"": ""Sans r???ponse"", ""5"": ""Father stays in the village"", ""6"": ""Father/parents is travelling""}",,,1.0,4.0
132,INF14,Reason for not living with parents,float64,350,1650,4,"{""1"": ""My parents (father and mother) are deceased"", ""2"": ""I live with other relatives"", ""3"": ""I have my own accommodation"", ""4"": ""Other (specify)""}",,,1.0,4.0
133,INF14_a,DZ - Reason for not living with parents,float64,0,2000,0,"{""1"": ""My parents (father and mother) are deceased"", ""2"": ""I left my parents to join my huseband/wife"", ""3"": ""I live with other relatives"", ""4"": ""I have my own accommodation""}",,,,
134,INF14b,Other reason for not living with parents,float64,78,1922,8,"{""1"": ""Amis"", ""2"": ""Ils sont ??? l'???tranger"", ""3"": ""mariage"", ""4"": ""mon foyer"", ""5"": ""Pour l'independance"", ""6"": ""Pour le travail"", ""7"": ""Pour les etudes"", ""8"": ""Sans r???ponse"", ""9"": ""A place close to university"", ""10"": ""they live abroad"", ""11"": ""work""}",,,1.0,8.0
135,INF15,Availability of individual bedroom,float64,1999,1,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
136,INF16,Father's education level,float64,1998,2,5,"{""1"": ""No education"", ""2"": ""Primary"", ""3"": ""Middle"", ""4"": ""Secondary"", ""5"": ""Higher""}",,,1.0,5.0
137,INF17,Father's employment status,float64,1999,1,9,"{""1"": ""Employer"", ""2"": ""Tradesman, self-employed and artisan"", ""3"": ""Farmer"", ""4"": ""Professional and Senior Executive"", ""5"": ""Middle manager"", ""6"": ""Employee"", ""7"": ""Skilled labourer"", ""8"": ""Unskilled labourer"", ""9"": ""Inactive""}",,,1.0,9.0
138,INF17_e,EG - Father's employment status,float64,0,2000,0,"{""1"": ""Regular waged worker"", ""2"": ""Un-regular waged worker"", ""3"": ""Employer and has his own employees"", ""4"": ""Self-employed"", ""5"": ""Works for the family without income"", ""6"": ""Works for others without income"", ""7"": ""Inactive""}",,,,
139,INF18,Father insured by social security,float64,1999,1,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
140,INF19,Mother's education level,float64,1999,1,5,"{""1"": ""No education"", ""2"": ""Primary"", ""3"": ""Middle"", ""4"": ""Secondary"", ""5"": ""Higher""}",,,1.0,5.0
141,INF110,Mother's employment status,float64,2000,0,10,"{""1"": ""Employer"", ""2"": ""Tradesperson, self-employed and artisan"", ""3"": ""Farmer"", ""4"": ""Professional and Senior Executive"", ""5"": ""Middle manager"", ""6"": ""Employee"", ""7"": ""Skilled labourer"", ""8"": ""Unskilled labourer"", ""9"": ""Housewife"", ""10"": ""Inactive""}",,,1.0,10.0
142,INF110_e,EG - Mother's employment status,float64,0,2000,0,"{""1"": ""Regular waged worker"", ""2"": ""Un-regular waged worker"", ""3"": ""Employer and has his own employees"", ""4"": ""Self-employed"", ""5"": ""Works for the family without income"", ""6"": ""Works for others without income"", ""7"": ""House wife"", ""8"": ""Inactive""}",,,,
143,INF111,Mother being insured by social security,float64,2000,0,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
144,EDU21,Attended an education institution,float64,2000,0,4,"{""1"": ""Yes, currently"", ""2"": ""Yes, in the past"", ""3"": ""Yes, he/she has been home schooled"", ""4"": ""Never""}",,,1.0,4.0
145,EDU22A,Type of school: Public,float64,1979,21,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
146,EDU22B,Type of school: Private,float64,0,2000,0,"{""1"": ""Yes"", ""2"": ""No""}",,,,
147,EDU23,Main language of teaching,float64,1979,21,4,"{""1"": ""Arabic"", ""2"": ""French"", ""3"": ""English"", ""4"": ""Other (specify)""}",,,1.0,4.0
148,EDU23b,Main language of teaching: Other,float64,3,1997,3,"{""1"": ""allemand"", ""2"": ""Italien"", ""3"": ""russe""}",,,1.0,3.0
149,EDU24,Receiving private tutoring  (past/present),float64,1977,23,2,"{""1"": ""Yes"", ""2"": ""No""}",,,1.0,2.0
150,EDU25,Education level,float64,1979,21,4,"{""1"": ""Primary"", ""2"": ""Middle"", ""3"": ""Secondary"", ""4"": ""Higher""}",,,1.0,4.0
151,EDU26,Specialisation,float64,1082,918,10,"{""1"": ""Education (e.g. teacher training)"", ""2"": ""Humanities and arts"", ""3"": ""Social sciences, journalism and information"", ""4"": ""Natural sciences, mathematics and statistics"", ""5"": ""Business, administration and law"", ""6"": ""Information and communication technology"", ""7"": ""Agriculture, forestry, fisheries and veterinary sciences"", ""8"": ""Health and social care"", ""9"": ""Services (tourism, hostelry, etc.)"", ""10"": ""Other (specify)""}",,,1.0,10.0
